,time,count,temp_real_C,temp_feels_like_C,humidity_percent,wind_speed_kph,weather,is_holiday,is_weekend,season
4132,6/25/15 15:00,1842,24.5,24.5,0.43,14,Clear,0,0,summer
4133,6/25/15 16:00,2419,24,24,0.455,13,Clear,0,0,summer
4134,6/25/15 17:00,4002,24,24,0.44,12,Scattered clouds,0,0,summer
4135,6/25/15 18:00,4092,24,24,0.44,13,Clear,0,0,summer
4136,6/25/15 19:00,2678,23,23,0.44,19,Clear,0,0,summer
4137,6/25/15 20:00,1951,22,22,0.5,17,Clear,0,0,summer
4138,6/25/15 21:00,1349,20.5,20.5,0.545,17,Clear,0,0,summer
4139,6/25/15 22:00,1144,19.5,19.5,0.58,13,Clear,0,0,summer
4140,6/25/15 23:00,789,18.5,18.5,0.62,14,Clear,0,0,summer
4141,6/26/15 0:00,481,18,18,0.62,12,Clear,0,0,summer
4142,6/26/15 1:00,255,17,17,0.615,9,Clear,0,0,summer
4143,6/26/15 2:00,212,16,16,0.63,8,Clear,0,0,summer
4144,6/26/15 3:00,79,16,16,0.63,10,Clear,0,0,summer
4145,6/26/15 4:00,86,16,16,0.59,9,Clear,0,0,summer
4146,6/26/15 5:00,138,16,16,0.59,7,Clear,0,0,summer
4147,6/26/15 6:00,648,17.5,17.5,0.575,8,Clear,0,0,summer
4148,6/26/15 7:00,2007,18,18,0.56,8,Scattered clouds,0,0,summer
4149,6/26/15 8:00,4009,19.5,19.5,0.49,7,Clear,0,0,summer
4150,6/26/15 9:00,2266,20.5,20.5,0.475,6.5,Clear,0,0,summer
4151,6/26/15 10:00,1377,22,22,0.45,7,Clear,0,0,summer
4152,6/26/15 11:00,1372,23,23,0.455,13,Clear,0,0,summer
4153,6/26/15 12:00,1770,25,25,0.405,19,Clear,0,0,summer
4154,6/26/15 13:00,1953,26,26,0.39,20,Clear,0,0,summer
4155,6/26/15 14:00,1880,27,27,0.39,19.5,Clear,0,0,summer
4156,6/26/15 15:00,2029,26,26,0.42,28,Clear,0,0,summer
4157,6/26/15 16:00,2598,24,24,0.575,28,Clear,0,0,summer
4158,6/26/15 17:00,3807,22,22,0.59,26,Scattered clouds,0,0,summer
4159,6/26/15 18:00,3312,22.5,22.5,0.57,23,Scattered clouds,0,0,summer
4160,6/26/15 19:00,2198,22,22,0.57,22,Scattered clouds,0,0,summer
4161,6/26/15 20:00,1505,21.5,21.5,0.585,24,Scattered clouds,0,0,summer
4162,6/26/15 21:00,1116,20,20,0.665,21,Clear,0,0,summer
4163,6/26/15 22:00,1041,20,20,0.69,23,Cloudy,0,0,summer
4164,6/26/15 23:00,880,19,19,0.73,24,Cloudy,0,0,summer
4165,6/27/15 0:00,696,17.5,17.5,0.66,25,Clear,0,1,summer
4166,6/27/15 1:00,488,16.5,16.5,0.7,18,Scattered clouds,0,1,summer
4167,6/27/15 2:00,337,15.5,15.5,0.745,18,Scattered clouds,0,1,summer
4168,6/27/15 3:00,219,15,15,0.77,17,Clear,0,1,summer
4169,6/27/15 4:00,138,14.5,14.5,0.795,17,Clear,0,1,summer
4170,6/27/15 5:00,125,14.5,14.5,0.795,16,Clear,0,1,summer
4171,6/27/15 6:00,157,14.5,14.5,0.77,16,Clear,0,1,summer
4172,6/27/15 7:00,357,16,16,0.72,20,Clear,0,1,summer
4173,6/27/15 8:00,628,17,17,0.68,18,Clear,0,1,summer
4174,6/27/15 9:00,1214,18.5,18.5,0.62,16,Scattered clouds,0,1,summer
4175,6/27/15 10:00,1626,19.5,19.5,0.56,17,Scattered clouds,0,1,summer
4176,6/27/15 11:00,2215,21,21,0.53,18,Scattered clouds,0,1,summer
4177,6/27/15 12:00,2656,21,21,0.53,15,Scattered clouds,0,1,summer
4178,6/27/15 13:00,2896,23,22.5,0.44,16,Scattered clouds,0,1,summer
4179,6/27/15 14:00,2964,23.5,22.5,0.385,19,Clear,0,1,summer
4180,6/27/15 15:00,3172,23.5,22.5,0.37,17,Clear,0,1,summer
4181,6/27/15 16:00,3115,24,23,0.36,16,Clear,0,1,summer
4182,6/27/15 17:00,3116,24,23,0.36,17,Clear,0,1,summer
4183,6/27/15 18:00,2809,23,22,0.41,17,Clear,0,1,summer
4184,6/27/15 19:00,2219,23,22.5,0.425,17,Clear,0,1,summer
4185,6/27/15 20:00,1850,22,21,0.44,14,Clear,0,1,summer
4186,6/27/15 21:00,1357,22,21,0.44,13,Clear,0,1,summer
4187,6/27/15 22:00,1161,20,20,0.62,18,Clear,0,1,summer
4188,6/27/15 23:00,1066,20,20,0.64,13,Clear,0,1,summer
4189,6/28/15 0:00,889,19,19,0.68,12,Clear,0,1,summer
4190,6/28/15 1:00,685,18,18,0.73,11,Clear,0,1,summer
4191,6/28/15 2:00,441,18,18,0.68,11,Clear,0,1,summer
4192,6/28/15 3:00,338,18,18,0.68,8,Clear,0,1,summer
4193,6/28/15 4:00,217,17.5,17.5,0.64,7,Rain,0,1,summer
4194,6/28/15 5:00,163,17,17,0.64,11,Clear,0,1,summer
4195,6/28/15 6:00,173,17,17,0.64,13,Clear,0,1,summer
4196,6/28/15 7:00,224,17.5,17.5,0.62,14,Clear,0,1,summer
4197,6/28/15 8:00,428,18.5,18.5,0.56,17,Clear,0,1,summer
4198,6/28/15 9:00,912,20,20,0.53,17.5,Scattered clouds,0,1,summer
4199,6/28/15 10:00,1472,21,21,0.53,21,Scattered clouds,0,1,summer
4200,6/28/15 11:00,1843,20.5,20.5,0.545,20,Clear,0,1,summer
4201,6/28/15 12:00,1407,19.5,19.5,0.62,20,Rain,0,1,summer
4202,6/28/15 13:00,818,18,18,0.755,16,Rain,0,1,summer
4203,6/28/15 14:00,1628,19,19,0.705,9,Scattered clouds,0,1,summer
4204,6/28/15 15:00,2050,21,21,0.585,16.5,Scattered clouds,0,1,summer
4205,6/28/15 16:00,2237,22,22,0.53,19.5,Scattered clouds,0,1,summer
4206,6/28/15 17:00,2506,21.5,21.5,0.55,19.5,Scattered clouds,0,1,summer
4207,6/28/15 18:00,2085,21,21,0.6,20.5,Scattered clouds,0,1,summer
4208,6/28/15 19:00,1695,20.5,20.5,0.62,18.5,Scattered clouds,0,1,summer
4209,6/28/15 20:00,1391,20,20,0.665,19,Scattered clouds,0,1,summer
4210,6/28/15 21:00,929,19,19,0.73,16,Scattered clouds,0,1,summer
4211,6/28/15 22:00,680,18,18,0.78,14,Scattered clouds,0,1,summer
4212,6/28/15 23:00,495,17.5,17.5,0.805,17,Scattered clouds,0,1,summer
4213,6/29/15 0:00,338,17,17,0.755,18.5,Scattered clouds,0,0,summer
4214,6/29/15 1:00,162,17,17,0.66,17,Clear,0,0,summer
4215,6/29/15 2:00,78,17,17,0.68,18.5,Clear,0,0,summer
4216,6/29/15 3:00,62,16,16,0.72,14,Clear,0,0,summer
4217,6/29/15 4:00,55,15,15,0.77,8.5,Clear,0,0,summer
4218,6/29/15 5:00,154,15,15,0.77,12,Clear,0,0,summer
4219,6/29/15 6:00,725,15.5,15.5,0.745,9,Clear,0,0,summer
4220,6/29/15 7:00,2152,17,17,0.68,8,Clear,0,0,summer
4221,6/29/15 8:00,4393,18.5,18.5,0.6,7,Clear,0,0,summer
4222,6/29/15 9:00,2250,20,20,0.51,6.5,Clear,0,0,summer
4223,6/29/15 10:00,1219,21,21,0.46,12,Clear,0,0,summer
4224,6/29/15 11:00,1304,22.5,21.5,0.41,15,Clear,0,0,summer
4225,6/29/15 12:00,1562,23.5,22.5,0.37,16,Clear,0,0,summer
4226,6/29/15 13:00,1622,24,23.5,0.4,19,Clear,0,0,summer
4227,6/29/15 14:00,1589,24,24,0.41,18,Clear,0,0,summer
4228,6/29/15 15:00,1757,24.5,24,0.39,16,Clear,0,0,summer
4229,6/29/15 16:00,2546,25,25,0.39,18,Clear,0,0,summer
4230,6/29/15 17:00,4464,25.5,25.5,0.395,15,Clear,0,0,summer
4231,6/29/15 18:00,4727,25.5,25.5,0.38,12,Clear,0,0,summer
4232,6/29/15 19:00,2949,25,25,0.375,10,Clear,0,0,summer
4233,6/29/15 20:00,2025,24,24,0.47,14,Clear,0,0,summer
4234,6/29/15 21:00,1412,21.5,21.5,0.57,16,Clear,0,0,summer
4235,6/29/15 22:00,923,20.5,20.5,0.585,12,Clear,0,0,summer
4236,6/29/15 23:00,614,19.5,19.5,0.62,10,Clear,0,0,summer
4237,6/30/15 0:00,337,19,19,0.64,9,Clear,0,0,summer
4238,6/30/15 1:00,183,18.5,18.5,0.66,7,Clear,0,0,summer
4239,6/30/15 2:00,101,17.5,17.5,0.68,8,Clear,0,0,summer
4240,6/30/15 3:00,65,17,17,0.705,9,Clear,0,0,summer
4241,6/30/15 4:00,58,16,16,0.72,9,Clear,0,0,summer
4242,6/30/15 5:00,167,16,16,0.72,6.5,Clear,0,0,summer
4243,6/30/15 6:00,840,18,18,0.62,3,Clear,0,0,summer
4244,6/30/15 7:00,2772,19.5,19.5,0.54,5,Clear,0,0,summer
4245,6/30/15 8:00,4829,21.5,21,0.45,10,Clear,0,0,summer
4246,6/30/15 9:00,2496,23.5,22.5,0.4,11,Clear,0,0,summer
4247,6/30/15 10:00,1445,24.5,23.5,0.33,14,Clear,0,0,summer
4248,6/30/15 11:00,1325,26,25,0.26,14,Clear,0,0,summer
4249,6/30/15 12:00,1657,27,26,0.24,11,Clear,0,0,summer
4250,6/30/15 13:00,1845,28.5,27,0.205,13,Clear,0,0,summer
4251,6/30/15 14:00,1783,29,28,0.26,15,Clear,0,0,summer
4252,6/30/15 15:00,2031,28.5,27.5,0.35,20.5,Clear,0,0,summer
4253,6/30/15 16:00,2720,28.5,27.5,0.35,26,Clear,0,0,summer
4254,6/30/15 17:00,4657,27,27,0.42,25,Clear,0,0,summer
4255,6/30/15 18:00,4930,25.5,25.5,0.495,30,Clear,0,0,summer
4256,6/30/15 19:00,3218,23.5,23.5,0.535,24,Clear,0,0,summer
4257,6/30/15 20:00,2334,22,22,0.57,26,Clear,0,0,summer
4258,6/30/15 21:00,1591,21,21,0.585,23,Clear,0,0,summer
4259,6/30/15 22:00,1233,20,20,0.64,22,Clear,0,0,summer
4260,6/30/15 23:00,709,19.5,19.5,0.71,16.5,Rain,0,0,summer
4261,7/1/15 0:00,413,20,20,0.69,20.5,Clear,0,0,summer
4262,7/1/15 1:00,218,20,20,0.71,17.5,Rain,0,0,summer
4263,7/1/15 2:00,138,20,20,0.71,11,Rain,0,0,summer
4264,7/1/15 3:00,74,20.5,20.5,0.665,16,Clear,0,0,summer
4265,7/1/15 4:00,71,20,20,0.69,12,Clear,0,0,summer
4266,7/1/15 5:00,168,20,20,0.755,7.5,Rain,0,0,summer
4267,7/1/15 6:00,883,20.5,20.5,0.755,7,Clear,0,0,summer
4268,7/1/15 7:00,2736,22,22,0.69,12,Clear,0,0,summer
4269,7/1/15 8:00,4779,24.5,24.5,0.555,17,Clear,0,0,summer
4270,7/1/15 9:00,2543,27,27,0.48,20,Clear,0,0,summer
4271,7/1/15 10:00,1299,30,30,0.43,20,Clear,0,0,summer
4272,7/1/15 11:00,1374,33,33,0.34,22,Clear,0,0,summer
4273,7/1/15 12:00,1654,32,32,0.36,19.5,Clear,0,0,summer
4274,7/1/15 13:00,1753,31.5,31.5,0.38,21,Clear,0,0,summer
4275,7/1/15 14:00,1710,33,33,0.34,18,Clear,0,0,summer
4276,7/1/15 15:00,1904,33.5,33.5,0.34,22,Clear,0,0,summer
4277,7/1/15 16:00,2575,33.5,33.5,0.35,21,Clear,0,0,summer
4278,7/1/15 17:00,4617,34,34,0.33,20.5,Clear,0,0,summer
4279,7/1/15 18:00,4604,34,34,0.33,20.5,Clear,0,0,summer
4280,7/1/15 19:00,2883,33.5,33.5,0.36,14,Clear,0,0,summer
4281,7/1/15 20:00,2061,31.5,31,0.365,17.5,Clear,0,0,summer
4282,7/1/15 21:00,1859,29.5,29.5,0.455,21.5,Clear,0,0,summer
4283,7/1/15 22:00,1376,27.5,28.5,0.545,18,Clear,0,0,summer
4284,7/1/15 23:00,949,26,27,0.61,19.5,Clear,0,0,summer
4285,7/2/15 0:00,140,24.5,24.5,0.57,20.5,Clear,0,0,summer
4286,7/2/15 1:00,48,23.5,23.5,0.59,17,Clear,0,0,summer
4287,7/2/15 2:00,100,21.5,21.5,0.67,21,Clear,0,0,summer
4288,7/2/15 3:00,114,19.5,19.5,0.755,18,Clear,0,0,summer
4289,7/2/15 4:00,105,18.5,18.5,0.83,18.5,Scattered clouds,0,0,summer
4290,7/2/15 5:00,158,19,19,0.83,13,Scattered clouds,0,0,summer
4291,7/2/15 6:00,779,19.5,19.5,0.805,13,Scattered clouds,0,0,summer
4292,7/2/15 7:00,2572,20.5,20.5,0.735,12,Clear,0,0,summer
4293,7/2/15 8:00,4641,22,22,0.65,7,Clear,0,0,summer
4294,7/2/15 9:00,2469,23,23,0.59,15,Clear,0,0,summer
4295,7/2/15 10:00,1295,22,22,0.63,13,Clear,0,0,summer
4296,7/2/15 11:00,918,22,22,0.67,8.5,Rain,0,0,summer
4297,7/2/15 12:00,1510,24,24,0.61,6.5,Scattered clouds,0,0,summer
4298,7/2/15 13:00,1614,24,24,0.59,12,Clear,0,0,summer
4299,7/2/15 14:00,1594,25.5,25.5,0.525,9,Scattered clouds,0,0,summer
4300,7/2/15 15:00,1759,26,26,0.54,13,Clear,0,0,summer
4301,7/2/15 16:00,2412,26,26,0.51,18.5,Clear,0,0,summer
4302,7/2/15 17:00,4193,24.5,24.5,0.61,18.5,Rain,0,0,summer
4303,7/2/15 18:00,4084,25,25,0.57,20.5,Scattered clouds,0,0,summer
4304,7/2/15 19:00,2605,22.5,22.5,0.63,23,Scattered clouds,0,0,summer
4305,7/2/15 20:00,1888,21.5,21.5,0.625,17,Clear,0,0,summer
4306,7/2/15 21:00,1453,21,21,0.64,19,Clear,0,0,summer
4307,7/2/15 22:00,1026,20.5,20.5,0.64,18.5,Clear,0,0,summer
4308,7/2/15 23:00,785,19,19,0.68,13,Clear,0,0,summer
4309,7/3/15 0:00,159,18,18,0.73,13,Clear,0,0,summer
4310,7/3/15 1:00,279,17.5,17.5,0.66,10,Clear,0,0,summer
4311,7/3/15 2:00,173,17,17,0.68,6.5,Clear,0,0,summer
4312,7/3/15 3:00,121,16,16,0.77,5,Clear,0,0,summer
4313,7/3/15 4:00,106,16,16,0.77,6,Clear,0,0,summer
4314,7/3/15 5:00,157,15.5,15.5,0.795,6,Clear,0,0,summer
4315,7/3/15 6:00,668,16.5,16.5,0.725,11,Clear,0,0,summer
4316,7/3/15 7:00,2226,18,18,0.62,14,Clear,0,0,summer
4317,7/3/15 8:00,4412,19.5,19.5,0.545,13,Clear,0,0,summer
4318,7/3/15 9:00,2515,20,20,0.53,15,Clear,0,0,summer
4319,7/3/15 10:00,1453,21.5,21,0.485,14,Clear,0,0,summer
4320,7/3/15 11:00,1545,22.5,22,0.455,13,Clear,0,0,summer
4321,7/3/15 12:00,1911,24,24,0.455,16,Clear,0,0,summer
4322,7/3/15 13:00,1960,24,24,0.455,18.5,Clear,0,0,summer
4323,7/3/15 14:00,2000,24.5,24.5,0.485,24,Clear,0,0,summer
4324,7/3/15 15:00,2080,23,23,0.55,28,Clear,0,0,summer
4325,7/3/15 16:00,2757,22.5,22.5,0.59,29,Clear,0,0,summer
4326,7/3/15 17:00,4191,22,22,0.63,27,Clear,0,0,summer
4327,7/3/15 18:00,3656,22,22,0.61,26,Clear,0,0,summer
4328,7/3/15 19:00,2388,21,21,0.665,30.5,Clear,0,0,summer
4329,7/3/15 20:00,1787,20,20,0.71,28,Clear,0,0,summer
4330,7/3/15 21:00,1335,19.5,19.5,0.755,23,Clear,0,0,summer
4331,7/3/15 22:00,1020,19,19,0.78,18.5,Clear,0,0,summer
4332,7/3/15 23:00,712,18.5,18.5,0.83,24,Rain,0,0,summer
4333,7/4/15 0:00,376,18,18,0.91,28.5,Rain,0,1,summer
4334,7/4/15 1:00,375,18,18,0.94,16.5,Rain,0,1,summer
4335,7/4/15 2:00,278,19,19,0.91,8,Scattered clouds,0,1,summer
4336,7/4/15 3:00,202,19,19,0.94,6,Clear,0,1,summer
4337,7/4/15 4:00,148,19,19,0.94,4,Clear,0,1,summer
4338,7/4/15 5:00,114,19,19,0.94,0,Clear,0,1,summer
4339,7/4/15 6:00,150,20,20,0.91,3,Clear,0,1,summer
4340,7/4/15 7:00,353,20.5,20.5,0.855,15.5,Clear,0,1,summer
4341,7/4/15 8:00,701,21.5,21.5,0.78,24,Scattered clouds,0,1,summer
4342,7/4/15 9:00,1178,23.5,23.5,0.595,26,Clear,0,1,summer
4343,7/4/15 10:00,1823,24,24,0.57,28,Scattered clouds,0,1,summer
4344,7/4/15 11:00,2381,25,25,0.54,22,Scattered clouds,0,1,summer
4345,7/4/15 12:00,2848,26,26,0.51,19,Clear,0,1,summer
4346,7/4/15 13:00,3184,27,27,0.465,21,Scattered clouds,0,1,summer
4347,7/4/15 14:00,3272,27,27,0.465,21.5,Clear,0,1,summer
4348,7/4/15 15:00,3219,26.5,26.5,0.465,21,Clear,0,1,summer
4349,7/4/15 16:00,3236,26.5,26.5,0.45,24,Clear,0,1,summer
4350,7/4/15 17:00,3391,26,26,0.45,22,Clear,0,1,summer
4351,7/4/15 18:00,2876,25,25,0.455,23,Clear,0,1,summer
4352,7/4/15 19:00,2429,23.5,23.5,0.47,22,Clear,0,1,summer
4353,7/4/15 20:00,2061,21.5,21.5,0.515,18.5,Clear,0,1,summer
4354,7/4/15 21:00,1450,20,20,0.545,17,Clear,0,1,summer
4355,7/4/15 22:00,1180,19,19,0.62,15,Clear,0,1,summer
4356,7/4/15 23:00,1058,19,19,0.64,13,Clear,0,1,summer
4357,7/5/15 0:00,907,19,19,0.64,12,Clear,0,1,summer
4358,7/5/15 1:00,670,18.5,18.5,0.66,10,Clear,0,1,summer
4359,7/5/15 2:00,531,17.5,17.5,0.66,11,Clear,0,1,summer
4360,7/5/15 3:00,372,17,17,0.68,9,Scattered clouds,0,1,summer
4361,7/5/15 4:00,217,17,17,0.68,9,Scattered clouds,0,1,summer
4362,7/5/15 5:00,120,17,17,0.73,9,Clear,0,1,summer
4363,7/5/15 6:00,236,17,17,0.73,10,Clear,0,1,summer
4364,7/5/15 7:00,260,18,18,0.68,5.5,Clear,0,1,summer
4365,7/5/15 8:00,303,17.5,17.5,0.725,11,Rain,0,1,summer
4366,7/5/15 9:00,465,16,16,0.83,9,Rain,0,1,summer
4367,7/5/15 10:00,745,16,16,0.83,7,Rain,0,1,summer
4368,7/5/15 11:00,1345,16,16,0.83,7,Rain,0,1,summer
4369,7/5/15 12:00,1781,17,17,0.8,13,Scattered clouds,0,1,summer
4370,7/5/15 13:00,2193,19.5,19.5,0.685,17,Scattered clouds,0,1,summer
4371,7/5/15 14:00,2550,21.5,21.5,0.55,12,Scattered clouds,0,1,summer
4372,7/5/15 15:00,2909,23,23,0.485,17,Scattered clouds,0,1,summer
4373,7/5/15 16:00,2990,22.5,22.5,0.47,21,Scattered clouds,0,1,summer
4374,7/5/15 17:00,2771,22,21,0.47,26,Scattered clouds,0,1,summer
4375,7/5/15 18:00,2524,20.5,20.5,0.565,21.5,Scattered clouds,0,1,summer
4376,7/5/15 19:00,1956,20.5,20.5,0.53,20.5,Scattered clouds,0,1,summer
4377,7/5/15 20:00,1506,20,20,0.49,20,Clear,0,1,summer
4378,7/5/15 21:00,1021,19,19,0.56,19.5,Clear,0,1,summer
4379,7/5/15 22:00,755,18,18,0.6,19.5,Clear,0,1,summer
4380,7/5/15 23:00,589,17.5,17.5,0.64,13,Clear,0,1,summer
4381,7/6/15 0:00,401,17,17,0.68,16,Clear,0,0,summer
4382,7/6/15 1:00,167,16,16,0.77,18,Clear,0,0,summer
4383,7/6/15 2:00,94,16,16,0.77,14,Clear,0,0,summer
4384,7/6/15 3:00,70,15,15,0.795,11,Clear,0,0,summer
4385,7/6/15 4:00,56,14.5,14.5,0.795,11,Clear,0,0,summer
4386,7/6/15 5:00,158,14,14,0.82,13,Clear,0,0,summer
4387,7/6/15 6:00,746,14.5,14.5,0.795,11,Clear,0,0,summer
4388,7/6/15 7:00,2364,16.5,16.5,0.7,11,Clear,0,0,summer
4389,7/6/15 8:00,4549,17.5,17.5,0.64,13,Scattered clouds,0,0,summer
4390,7/6/15 9:00,2251,19,19,0.54,18,Broken clouds,0,0,summer
4391,7/6/15 10:00,1259,19.5,19.5,0.505,21,Scattered clouds,0,0,summer
4392,7/6/15 11:00,1272,20.5,20.5,0.475,17,Scattered clouds,0,0,summer
4393,7/6/15 12:00,1536,21.5,21,0.47,20.5,Broken clouds,0,0,summer
4394,7/6/15 13:00,1619,22,21,0.47,17,Broken clouds,0,0,summer
4395,7/6/15 14:00,1482,22.5,21.5,0.425,18,Scattered clouds,0,0,summer
4396,7/6/15 15:00,1813,23,22.5,0.425,20,Scattered clouds,0,0,summer
4397,7/6/15 16:00,2469,23,22,0.41,19.5,Clear,0,0,summer
4398,7/6/15 17:00,4501,23,22,0.41,18,Clear,0,0,summer
4399,7/6/15 18:00,4470,22.5,22,0.455,18.5,Clear,0,0,summer
4400,7/6/15 19:00,2845,21.5,21,0.485,18,Clear,0,0,summer
4401,7/6/15 20:00,1839,20.5,20.5,0.515,16,Clear,0,0,summer
4402,7/6/15 21:00,1270,19.5,19.5,0.545,13,Clear,0,0,summer
4403,7/6/15 22:00,800,19,19,0.6,11,Clear,0,0,summer
4404,7/6/15 23:00,589,17.5,17.5,0.66,8,Clear,0,0,summer
4405,7/7/15 0:00,322,17,17,0.64,6.5,Clear,0,0,summer
4406,7/7/15 1:00,187,17,17,0.68,5,Clear,0,0,summer
4407,7/7/15 2:00,129,17.5,17.5,0.66,6.5,Clear,0,0,summer
4408,7/7/15 3:00,68,18,18,0.62,7.5,Clear,0,0,summer
4409,7/7/15 4:00,49,16.5,16.5,0.66,7,Clear,0,0,summer
4410,7/7/15 5:00,159,17,17,0.68,11,Clear,0,0,summer
4411,7/7/15 6:00,798,17,17,0.68,15,Clear,0,0,summer
4412,7/7/15 7:00,2589,19,19,0.66,16,Clear,0,0,summer
4413,7/7/15 8:00,4867,19.5,19.5,0.66,13,Scattered clouds,0,0,summer
4414,7/7/15 9:00,2309,19,19,0.755,19.5,Broken clouds,0,0,summer
4415,7/7/15 10:00,1217,20,20,0.73,19.5,Cloudy,0,0,summer
4416,7/7/15 11:00,1085,21.5,21.5,0.65,28.5,Scattered clouds,0,0,summer
4417,7/7/15 12:00,1437,22.5,22.5,0.57,27,Scattered clouds,0,0,summer
4418,7/7/15 13:00,1492,22.5,22.5,0.53,32,Broken clouds,0,0,summer
4419,7/7/15 14:00,1454,22.5,22.5,0.515,30.5,Broken clouds,0,0,summer
4420,7/7/15 15:00,1682,23,23,0.455,33,Scattered clouds,0,0,summer
4421,7/7/15 16:00,2344,22.5,21.5,0.425,30.5,Scattered clouds,0,0,summer
4422,7/7/15 17:00,4351,22,21,0.41,30,Clear,0,0,summer
4423,7/7/15 18:00,4346,21.5,21,0.45,28.5,Clear,0,0,summer
4424,7/7/15 19:00,2709,20.5,20.5,0.415,35,Clear,0,0,summer
4425,7/7/15 20:00,1768,19.5,19.5,0.445,32.5,Clear,0,0,summer
4426,7/7/15 21:00,1150,18,18,0.49,30,Clear,0,0,summer
4427,7/7/15 22:00,832,17,17,0.56,28.5,Clear,0,0,summer
4428,7/7/15 23:00,564,16.5,16.5,0.61,24,Scattered clouds,0,0,summer
4429,7/8/15 0:00,345,16,16,0.68,23,Scattered clouds,0,0,summer
4430,7/8/15 1:00,156,16,16,0.68,23,Broken clouds,0,0,summer
4431,7/8/15 2:00,88,16,16,0.7,27,Broken clouds,0,0,summer
4432,7/8/15 3:00,49,15.5,15.5,0.7,23,Rain,0,0,summer
4433,7/8/15 4:00,50,16,16,0.68,25,Broken clouds,0,0,summer
4434,7/8/15 5:00,101,16,16,0.7,26,Rain,0,0,summer
4435,7/8/15 6:00,716,15.5,15.5,0.795,26,Rain,0,0,summer
4436,7/8/15 7:00,2471,15.5,15.5,0.825,26,Broken clouds,0,0,summer
4437,7/8/15 8:00,4702,17,17,0.73,22,Broken clouds,0,0,summer
4438,7/8/15 9:00,2457,17.5,17.5,0.685,25,Broken clouds,0,0,summer
4439,7/8/15 10:00,1242,19,19,0.6,28,Broken clouds,0,0,summer
4440,7/8/15 11:00,1209,19,19,0.6,29,Broken clouds,0,0,summer
4441,7/8/15 12:00,1346,20,20,0.56,22.5,Broken clouds,0,0,summer
4442,7/8/15 13:00,1289,19.5,19.5,0.665,17.5,Rain,0,0,summer
4443,7/8/15 14:00,1451,19.5,19.5,0.64,26,Rain,0,0,summer
4444,7/8/15 15:00,1749,20,20,0.585,25,Scattered clouds,0,0,summer
4445,7/8/15 16:00,2839,19.5,19.5,0.66,29.5,Broken clouds,0,0,summer
4446,7/8/15 17:00,5560,20,20,0.53,30,Scattered clouds,0,0,summer
4447,7/8/15 18:00,4721,20,20,0.49,26,Scattered clouds,0,0,summer
4448,7/8/15 19:00,3313,20,20,0.445,24,Clear,0,0,summer
4449,7/8/15 20:00,2243,19,19,0.475,19.5,Clear,0,0,summer
4450,7/8/15 21:00,1614,18,18,0.49,17,Scattered clouds,0,0,summer
4451,7/8/15 22:00,1143,17,17,0.52,16,Clear,0,0,summer
4452,7/8/15 23:00,849,16,16,0.55,16,Clear,0,0,summer
4453,7/9/15 0:00,400,16,16,0.55,14,Clear,0,0,summer
4454,7/9/15 1:00,212,15.5,15.5,0.59,14,Clear,0,0,summer
4455,7/9/15 2:00,111,14,14,0.67,15,Clear,0,0,summer
4456,7/9/15 3:00,81,14,14,0.63,18.5,Clear,0,0,summer
4457,7/9/15 4:00,76,14,14,0.63,18,Clear,0,0,summer
4458,7/9/15 5:00,269,13,13,0.67,17,Clear,0,0,summer
4459,7/9/15 6:00,1724,13,13,0.67,16,Clear,0,0,summer
4460,7/9/15 7:00,5309,13.5,13.5,0.65,17,Clear,0,0,summer
4461,7/9/15 8:00,7531,14.5,14.5,0.61,19,Scattered clouds,0,0,summer
4462,7/9/15 9:00,4832,15,15,0.59,16,Scattered clouds,0,0,summer
4463,7/9/15 10:00,2760,16.5,16.5,0.505,10,Scattered clouds,0,0,summer
4464,7/9/15 11:00,2627,18,18,0.43,8.5,Scattered clouds,0,0,summer
4465,7/9/15 12:00,2778,19,19,0.405,9,Clear,0,0,summer
4466,7/9/15 13:00,3109,19.5,19.5,0.36,11,Clear,0,0,summer
4467,7/9/15 14:00,3231,21,21,0.34,10,Clear,0,0,summer
4468,7/9/15 15:00,4076,22,21,0.3,9,Clear,0,0,summer
4469,7/9/15 16:00,6033,23,22,0.26,11,Clear,0,0,summer
4470,7/9/15 17:00,7860,23,22,0.27,11,Clear,0,0,summer
4471,7/9/15 18:00,6913,22.5,21.5,0.29,13,Clear,0,0,summer
4472,7/9/15 19:00,4654,22,21,0.29,7,Clear,0,0,summer
4473,7/9/15 20:00,3156,22,21,0.32,6.5,Clear,0,0,summer
4474,7/9/15 21:00,2179,19.5,19.5,0.545,12,Clear,0,0,summer
4475,7/9/15 22:00,1545,18.5,18.5,0.58,16,Clear,0,0,summer
4476,7/9/15 23:00,1038,18,18,0.6,13,Clear,0,0,summer
4477,7/10/15 0:00,582,17,17,0.64,17,Clear,0,0,summer
4478,7/10/15 1:00,271,16.5,16.5,0.66,15,Clear,0,0,summer
4479,7/10/15 2:00,153,16,16,0.68,12,Clear,0,0,summer
4480,7/10/15 3:00,74,15,15,0.72,9,Clear,0,0,summer
4481,7/10/15 4:00,69,15,15,0.72,8,Clear,0,0,summer
4482,7/10/15 5:00,132,15,15,0.7,6.5,Clear,0,0,summer
4483,7/10/15 6:00,718,16,16,0.68,9,Clear,0,0,summer
4484,7/10/15 7:00,2394,17.5,17.5,0.62,9,Clear,0,0,summer
